entry_time,exit_time,entry_price,exit_price,reason,pnl,pnl_pct,balance,cash_mode
2025-09-27 23:45:00,2025-09-28 01:40:00,109659.99,109434.32800000001,STOP_LOSS,-10.049602156629703,-1.00095639010256,9989.95039784337,False
2025-09-29 09:40:00,2025-09-29 12:30:00,112078.49,112539.3444,TAKE_PROFIT,-3.9045577576929418,-0.3889001750690181,9986.045840085677,False
2025-09-30 20:30:00,2025-09-30 23:00:00,114364.66,113813.13200000001,STOP_LOSS,-12.803248555978712,-1.275223959758836,9973.242591529699,False
2025-10-01 05:20:00,2025-10-01 08:35:00,114576.3,115349.4456,TAKE_PROFIT,-1.2791247614034091,-0.12740286468161446,9971.963466768295,False
2025-10-01 15:10:00,2025-10-01 23:15:00,117317.2,118407.2416,TAKE_PROFIT,1.2542392215292466,0.12492422525191699,9973.217705989824,False
2025-10-02 13:40:00,2025-10-02 14:40:00,119634.36,119090.14999999998,STOP_LOSS,-12.530748189734368,-1.2480824890173672,9960.68695780009,False
2025-10-03 18:30:00,2025-10-04 16:10:00,122592.22,121754.46,EXIT_TO_CASH,-14.806377761981935,-1.4747388209145353,9945.880580038107,True
2025-10-04 16:45:00,2025-10-04 22:30:00,121718.01,122427.114,TAKE_PROFIT,-2.1975096043714757,-0.2188754586027366,9943.683070433735,False
2025-10-05 18:35:00,2025-10-05 19:45:00,123059.41,122632.104,STOP_LOSS,-11.458465923085441,-1.141281466442773,9932.22460451065,False
2025-10-06 00:15:00,2025-10-06 00:20:00,124381.47,123914.81599999999,STOP_LOSS,-11.736789603789134,-1.1690029485845752,9920.48781490686,False
2025-10-06 11:30:00,2025-10-06 13:25:00,124195.47,124923.93719999999,TAKE_PROFIT,-2.1579726603556537,-0.21493751597167865,9918.329842246505,False
2025-10-06 13:55:00,2025-10-06 18:55:00,125086.03,126293.56280000001,TAKE_PROFIT,1.61500392010214,0.1608569641535996,9919.944846166607,False
